ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2022-07,2022,Prince Edward Island,Women,Good perceived health,38.5,percent,,False,v1427747125,2022-07,2016A000211,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prince Edward Island,Women,Good perceived health,22000.0,number,e,True,v1427747126,2022-07,2016A000211,Number of persons,Number,thousands
2022-07,2022,Prince Edward Island,Women,Good perceived health,16000.0,number,e,True,v1427747127,2022-07,2016A000211,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prince Edward Island,Women,Good perceived health,27000.0,number,e,True,v1427747128,2022-07,2016A000211,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,11.0,percent,,False,v1427747129,2022-07,2016A000211,Percentage of persons,Percent,units
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,7.8,percent,,False,v1427747130,2022-07,2016A000211,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,15.3,percent,,False,v1427747131,2022-07,2016A000211,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,,number,f,True,v1427747132,2022-07,2016A000211,Number of persons,Number,thousands
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,,number,f,True,v1427747133,2022-07,2016A000211,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,,number,f,True,v1427747134,2022-07,2016A000211,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,51.5,percent,,False,v1427747135,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,46.1,percent,,False,v1427747136,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,56.8,percent,,False,v1427747137,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,435000.0,number,,True,v1427747138,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,389000.0,number,,True,v1427747139,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,480000.0,number,,True,v1427747140,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,32.9,percent,,False,v1427747141,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,28.1,percent,,False,v1427747142,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,38.1,percent,,False,v1427747143,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,278000.0,number,,True,v1427747144,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,236000.0,number,,True,v1427747145,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,320000.0,number,,True,v1427747146,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,15.6,percent,,False,v1427747147,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,11.8,percent,,False,v1427747148,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,20.4,percent,,False,v1427747149,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,132000.0,number,e,True,v1427747150,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,95000.0,number,e,True,v1427747151,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,168000.0,number,e,True,v1427747152,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,49.2,percent,,False,v1427747153,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,41.2,percent,,False,v1427747154,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,57.3,percent,,False,v1427747155,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,200000.0,number,,True,v1427747156,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,166000.0,number,,True,v1427747157,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,235000.0,number,,True,v1427747158,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Good perceived health,34.4,percent,,False,v1427747159,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Men,Good perceived health,27.3,percent,,False,v1427747160,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Good perceived health,42.2,percent,,False,v1427747161,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Good perceived health,140000.0,number,e,True,v1427747162,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Men,Good perceived health,109000.0,number,e,True,v1427747163,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Good perceived health,171000.0,number,e,True,v1427747164,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,16.4,percent,,False,v1427747165,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,10.3,percent,,False,v1427747166,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,25.1,percent,,False,v1427747167,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,,number,f,True,v1427747168,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,,number,f,True,v1427747169,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,,number,f,True,v1427747170,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,53.5,percent,,False,v1427747171,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,46.3,percent,,False,v1427747172,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,60.6,percent,,False,v1427747173,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,234000.0,number,,True,v1427747174,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,202000.0,number,,True,v1427747175,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,266000.0,number,,True,v1427747176,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Good perceived health,31.6,percent,,False,v1427747177,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Women,Good perceived health,25.4,percent,,False,v1427747178,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Good perceived health,38.5,percent,,False,v1427747179,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Good perceived health,138000.0,number,e,True,v1427747180,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Women,Good perceived health,109000.0,number,e,True,v1427747181,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Good perceived health,167000.0,number,e,True,v1427747182,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,14.9,percent,,False,v1427747183,2022-07,2016A000212,Percentage of persons,Percent,units
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,10.9,percent,,False,v1427747184,2022-07,2016A000212,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,20.0,percent,,False,v1427747185,2022-07,2016A000212,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,,number,f,True,v1427747186,2022-07,2016A000212,Number of persons,Number,thousands
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,,number,f,True,v1427747187,2022-07,2016A000212,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,,number,f,True,v1427747188,2022-07,2016A000212,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,51.3,percent,,False,v1427747189,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,46.1,percent,,False,v1427747190,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,56.6,percent,,False,v1427747191,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,344000.0,number,,True,v1427747192,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,309000.0,number,,True,v1427747193,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,380000.0,number,,True,v1427747194,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,32.8,percent,,False,v1427747195,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,28.0,percent,,False,v1427747196,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,38.1,percent,,False,v1427747197,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,220000.0,number,,True,v1427747198,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,186000.0,number,,True,v1427747199,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,254000.0,number,,True,v1427747200,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,15.8,percent,,False,v1427747201,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,12.6,percent,,False,v1427747202,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,19.6,percent,,False,v1427747203,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,106000.0,number,e,True,v1427747204,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,83000.0,number,e,True,v1427747205,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,130000.0,number,e,True,v1427747206,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,52.2,percent,,False,v1427747207,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,44.6,percent,,False,v1427747208,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,59.7,percent,,False,v1427747209,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,174000.0,number,e,True,v1427747210,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,149000.0,number,e,True,v1427747211,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,199000.0,number,e,True,v1427747212,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Good perceived health,32.3,percent,,False,v1427747213,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Men,Good perceived health,25.3,percent,,False,v1427747214,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Good perceived health,40.3,percent,,False,v1427747215,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Good perceived health,107000.0,number,e,True,v1427747216,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Men,Good perceived health,82000.0,number,e,True,v1427747217,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Good perceived health,133000.0,number,e,True,v1427747218,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,15.4,percent,,False,v1427747219,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,11.3,percent,,False,v1427747220,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,20.6,percent,,False,v1427747221,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747222,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747223,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747224,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,50.5,percent,,False,v1427747225,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,43.4,percent,,False,v1427747226,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,57.5,percent,,False,v1427747227,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,171000.0,number,,True,v1427747228,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,146000.0,number,,True,v1427747229,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,195000.0,number,,True,v1427747230,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Good perceived health,33.3,percent,,False,v1427747231,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Women,Good perceived health,27.2,percent,,False,v1427747232,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Good perceived health,40.0,percent,,False,v1427747233,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Good perceived health,113000.0,number,e,True,v1427747234,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Women,Good perceived health,91000.0,number,e,True,v1427747235,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Good perceived health,135000.0,number,e,True,v1427747236,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,16.2,percent,,False,v1427747237,2022-07,2016A000213,Percentage of persons,Percent,units
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,11.6,percent,,False,v1427747238,2022-07,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,22.2,percent,,False,v1427747239,2022-07,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747240,2022-07,2016A000213,Number of persons,Number,thousands
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747241,2022-07,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747242,2022-07,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,63.6,percent,,False,v1427747243,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,61.1,percent,,False,v1427747244,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,66.0,percent,,False,v1427747245,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,4562000.0,number,,True,v1427747246,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,4387000.0,number,,True,v1427747247,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,4737000.0,number,,True,v1427747248,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Good perceived health,28.0,percent,,False,v1427747249,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,"Total, all persons",Good perceived health,25.6,percent,,False,v1427747250,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Good perceived health,30.4,percent,,False,v1427747251,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Good perceived health,2006000.0,number,,True,v1427747252,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,"Total, all persons",Good perceived health,1834000.0,number,,True,v1427747253,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Good perceived health,2178000.0,number,,True,v1427747254,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,8.4,percent,,False,v1427747255,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,7.2,percent,,False,v1427747256,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,9.9,percent,,False,v1427747257,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,606000.0,number,,True,v1427747258,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,508000.0,number,,True,v1427747259,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,703000.0,number,,True,v1427747260,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Excellent or very good perceived health,65.4,percent,,False,v1427747261,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Men,Excellent or very good perceived health,61.9,percent,,False,v1427747262,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Excellent or very good perceived health,68.6,percent,,False,v1427747263,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Excellent or very good perceived health,2358000.0,number,,True,v1427747264,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Men,Excellent or very good perceived health,2239000.0,number,,True,v1427747265,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Excellent or very good perceived health,2477000.0,number,,True,v1427747266,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Good perceived health,27.0,percent,,False,v1427747267,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Men,Good perceived health,23.9,percent,,False,v1427747268,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Good perceived health,30.4,percent,,False,v1427747269,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Good perceived health,974000.0,number,,True,v1427747270,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Men,Good perceived health,854000.0,number,,True,v1427747271,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Good perceived health,1094000.0,number,,True,v1427747272,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Fair or poor perceived health,7.6,percent,,False,v1427747273,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Men,Fair or poor perceived health,6.0,percent,,False,v1427747274,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Fair or poor perceived health,9.7,percent,,False,v1427747275,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Men,Fair or poor perceived health,275000.0,number,e,True,v1427747276,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Men,Fair or poor perceived health,207000.0,number,e,True,v1427747277,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Men,Fair or poor perceived health,343000.0,number,e,True,v1427747278,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Excellent or very good perceived health,61.8,percent,,False,v1427747279,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Women,Excellent or very good perceived health,58.1,percent,,False,v1427747280,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Excellent or very good perceived health,65.4,percent,,False,v1427747281,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Excellent or very good perceived health,2204000.0,number,,True,v1427747282,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Women,Excellent or very good perceived health,2071000.0,number,,True,v1427747283,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Excellent or very good perceived health,2336000.0,number,,True,v1427747284,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Good perceived health,28.9,percent,,False,v1427747285,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Women,Good perceived health,25.6,percent,,False,v1427747286,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Good perceived health,32.5,percent,,False,v1427747287,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Good perceived health,1032000.0,number,,True,v1427747288,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Women,Good perceived health,909000.0,number,,True,v1427747289,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Good perceived health,1155000.0,number,,True,v1427747290,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Fair or poor perceived health,9.3,percent,,False,v1427747291,2022-07,2016A000224,Percentage of persons,Percent,units
2022-07,2022,Quebec,Women,Fair or poor perceived health,7.5,percent,,False,v1427747292,2022-07,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Fair or poor perceived health,11.5,percent,,False,v1427747293,2022-07,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-07,2022,Quebec,Women,Fair or poor perceived health,331000.0,number,e,True,v1427747294,2022-07,2016A000224,Number of persons,Number,thousands
2022-07,2022,Quebec,Women,Fair or poor perceived health,259000.0,number,e,True,v1427747295,2022-07,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Quebec,Women,Fair or poor perceived health,402000.0,number,e,True,v1427747296,2022-07,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,56.8,percent,,False,v1427747297,2022-07,2016A000235,Percentage of persons,Percent,units
