ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,metric_type,quality_flag
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.9,,,percent,
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.3,,,percent,
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.4,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",61.4,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",52.6,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",50.3,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.3,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.7,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.7,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.7,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.0,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.5,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,12.1,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,12.3,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,14.0,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,10.1,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,12.6,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,16.9,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",21.7,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.4,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.1,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,20.6,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,19.4,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,19.5,,,percent,
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.2,,,percent,
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.9,,,percent,
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.5,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",62.4,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.4,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",54.5,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",7.7,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.9,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",15.4,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.6,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.7,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,10.8,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,9.7,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,12.2,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,9.3,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,9.0,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,12.7,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",25.7,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.6,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.0,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,27.0,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,22.5,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,23.5,,,percent,
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",73.9,,,percent,
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",73.0,,,percent,
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.9,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",60.3,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.7,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",46.1,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.9,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.5,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",17.9,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.8,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.5,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,13.5,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,14.9,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,15.9,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,11.0,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,16.3,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,21.1,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",17.7,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.1,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",18.2,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,14.1,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,16.3,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,15.5,,,percent,
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.6,,,percent,
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",70.9,,,percent,
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.2,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",65.6,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",55.1,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",52.4,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.8,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.4,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.2,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.8,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.0,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.2,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,10.7,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,11.9,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,14.8,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,9.9,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,12.8,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",25.7,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",26.3,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.9,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,20.2,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,19.8,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,19.0,,,percent,
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.1,,,percent,
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.7,,,percent,
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.4,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",67.7,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",60.0,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.8,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.8,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.5,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.4,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.1,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.2,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Mood disorder,7.9,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Mood disorder,8.7,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Mood disorder,10.8,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Anxiety disorder,7.1,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Anxiety disorder,8.5,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",29.3,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",28.9,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Cannabis use, past 12 months",23.7,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over",Heavy drinking,24.6,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over",Heavy drinking,24.4,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over",Heavy drinking,22.4,,,percent,
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.8,,,percent,
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.1,,,percent,
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.7,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",63.5,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",50.2,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.1,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.9,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.2,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived mental health, fair or poor",19.9,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.6,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.2,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Mood disorder,13.6,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Mood disorder,15.1,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Mood disorder,18.8,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Anxiety disorder,12.7,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Anxiety disorder,17.2,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",22.1,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",23.6,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Cannabis use, past 12 months",22.1,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.8,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.1,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over",Heavy drinking,15.6,,,percent,
2019/2020,2019,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.4,,,percent,
2021/2022,2021,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.3,,,percent,
2023/2024,2023,Alberta,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.2,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",62.4,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",53.0,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",49.1,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.8,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.0,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.7,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.2,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.3,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.6,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,9.9,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,12.4,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Mood disorder,14.4,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,9.4,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,12.3,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",24.0,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",26.2,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.9,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,18.7,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,18.0,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over",Heavy drinking,19.0,,,percent,
2019/2020,2019,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.5,,,percent,
2021/2022,2021,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.3,,,percent,
2023/2024,2023,British Columbia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",61.3,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",65.9,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",57.1,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",51.4,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.9,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.5,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",17.2,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.4,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.3,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Mood disorder,7.6,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Mood disorder,9.4,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Mood disorder,11.4,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,7.1,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,8.1,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",28.2,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",29.3,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Cannabis use, past 12 months",27.4,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.9,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.2,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over",Heavy drinking,21.1,,,percent,
2019/2020,2019,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.7,,,percent,
2021/2022,2021,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.3,,,percent,
2023/2024,2023,British Columbia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.2,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",59.2,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",49.2,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",46.8,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.6,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",18.4,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",18.1,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.0,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.0,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.8,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Mood disorder,12.0,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Mood disorder,15.2,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Mood disorder,17.3,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,11.6,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,16.3,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",19.9,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",23.3,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.6,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over",Heavy drinking,15.6,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over",Heavy drinking,14.9,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over",Heavy drinking,17.0,,,percent,
2019/2020,2019,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.2,,,percent,
2021/2022,2021,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.2,,,percent,
2023/2024,2023,British Columbia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",62.4,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",65.8,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",47.1,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",51.0,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",8.4,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.4,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.0,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.0,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.3,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.1,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,8.4,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,17.2,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Mood disorder,12.8,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,6.8,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,14.8,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Anxiety disorder,13.7,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",34.1,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",41.0,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",31.1,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,22.1,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,29.2,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over",Heavy drinking,21.3,,,percent,
2019/2020,2019,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.6,,,percent,
2021/2022,2021,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",76.7,,,percent,
2023/2024,2023,Yukon,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.4,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",67.9,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.3,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",53.6,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",7.2,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.0,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.5,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.1,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.1,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Mood disorder,5.8,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Mood disorder,13.1,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Mood disorder,6.3,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Anxiety disorder,3.1,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Anxiety disorder,8.2,,,percent,
