ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654604,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other",Number of persons,8700.0,number,e,False,v114654605,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",5900.0,number,e,False,v114654606,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",12900.0,number,e,False,v114654607,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other",Percent,2.0,percent,e,False,v114654608,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",1.4,percent,e,False,v114654609,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, percent",3.0,percent,e,False,v114654610,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114654611,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none",Number of persons,67600.0,number,,False,v114654612,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",59900.0,number,,False,v114654613,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",77000.0,number,,False,v114654614,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none",Percent,15.5,percent,,False,v114654615,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",13.6,percent,,False,v114654616,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, percent",17.6,percent,,False,v114654617,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,"Total, 12 years and over","Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654618,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Number of persons,171500.0,number,,False,v114654619,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",163000.0,number,,False,v114654620,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",180200.0,number,,False,v114654621,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Percent,81.3,percent,,False,v114654622,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",77.1,percent,,False,v114654623,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",84.9,percent,,False,v114654624,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654625,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Number of persons,187400.0,number,,False,v114654626,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",180100.0,number,,False,v114654627,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",195500.0,number,,False,v114654628,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Percent,88.8,percent,,False,v114654629,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",85.2,percent,,False,v114654630,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",91.6,percent,,False,v114654631,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654632,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work",Number of persons,49100.0,number,,False,v114654633,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",39700.0,number,,False,v114654634,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",59000.0,number,,False,v114654635,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work",Percent,23.3,percent,,False,v114654636,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",19.2,percent,,False,v114654637,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work","High 95% confidence interval, percent",28.0,percent,,False,v114654638,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654639,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Number of persons,41600.0,number,,False,v114654640,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",35100.0,number,,False,v114654641,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",50500.0,number,,False,v114654642,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Percent,19.8,percent,,False,v114654643,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",16.4,percent,,False,v114654644,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",23.7,percent,,False,v114654645,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654646,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family",Number of persons,27600.0,number,,False,v114654647,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",20200.0,number,,False,v114654648,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",33800.0,number,,False,v114654649,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family",Percent,13.1,percent,,False,v114654650,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",10.1,percent,,False,v114654651,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family","High 95% confidence interval, percent",16.9,percent,,False,v114654652,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654653,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,10100.0,number,e,False,v114654654,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",7000.0,number,e,False,v114654655,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",13700.0,number,e,False,v114654656,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,16.8,percent,e,False,v114654657,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",12.0,percent,e,False,v114654658,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",23.0,percent,e,False,v114654659,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114654660,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,15200.0,number,e,False,v114654661,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",10600.0,number,e,False,v114654662,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",21000.0,number,e,False,v114654663,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Percent,7.2,percent,e,False,v114654664,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",5.2,percent,e,False,v114654665,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",9.9,percent,e,False,v114654666,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114654667,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health",Number of persons,25900.0,number,,False,v114654668,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",20700.0,number,,False,v114654669,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",31100.0,number,,False,v114654670,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health",Percent,12.3,percent,,False,v114654671,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",10.1,percent,,False,v114654672,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, percent",15.0,percent,,False,v114654673,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654674,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other",Number of persons,4000.0,number,e,False,v114654675,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",1900.0,number,e,False,v114654676,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",6800.0,number,e,False,v114654677,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other",Percent,1.9,percent,e,False,v114654678,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",1.0,percent,e,False,v114654679,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, percent",3.5,percent,e,False,v114654680,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114654681,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none",Number of persons,36900.0,number,,False,v114654682,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",30100.0,number,,False,v114654683,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",44200.0,number,,False,v114654684,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none",Percent,17.6,percent,,False,v114654685,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",14.4,percent,,False,v114654686,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, percent",21.2,percent,,False,v114654687,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Males,"Total, 12 years and over","Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654688,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Number of persons,191500.0,number,,False,v114654689,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",182800.0,number,,False,v114654690,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",198000.0,number,,False,v114654691,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Percent,84.1,percent,,False,v114654692,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",80.7,percent,,False,v114654693,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",87.0,percent,,False,v114654694,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654695,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Number of persons,210700.0,number,,False,v114654696,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",205100.0,number,,False,v114654697,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",214800.0,number,,False,v114654698,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Percent,92.5,percent,,False,v114654699,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",90.2,percent,,False,v114654700,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",94.3,percent,,False,v114654701,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654702,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work",Number of persons,38200.0,number,,False,v114654703,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",29400.0,number,,False,v114654704,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",47700.0,number,,False,v114654705,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work",Percent,16.9,percent,,False,v114654706,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",13.2,percent,,False,v114654707,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work","High 95% confidence interval, percent",21.3,percent,,False,v114654708,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654709,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Number of persons,32500.0,number,,False,v114654710,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",25900.0,number,,False,v114654711,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",41400.0,number,,False,v114654712,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Percent,14.4,percent,,False,v114654713,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",11.2,percent,,False,v114654714,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",18.3,percent,,False,v114654715,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654716,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family",Number of persons,38700.0,number,,False,v114654717,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",32500.0,number,,False,v114654718,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",47100.0,number,,False,v114654719,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family",Percent,17.1,percent,,False,v114654720,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",14.1,percent,,False,v114654721,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family","High 95% confidence interval, percent",20.7,percent,,False,v114654722,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,-1.0,percent,,False,v114654723,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,18300.0,number,e,False,v114654724,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",11700.0,number,e,False,v114654725,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",24600.0,number,e,False,v114654726,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,30.9,percent,e,False,v114654727,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",21.2,percent,e,False,v114654728,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",42.7,percent,e,False,v114654729,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114654730,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,34600.0,number,e,False,v114654731,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",22700.0,number,e,False,v114654732,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",41000.0,number,e,False,v114654733,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Percent,15.3,percent,e,False,v114654734,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",11.3,percent,e,False,v114654735,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",20.4,percent,e,False,v114654736,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114654737,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health",Number of persons,28000.0,number,,False,v114654738,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",23200.0,number,,False,v114654739,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",33500.0,number,,False,v114654740,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health",Percent,12.4,percent,,False,v114654741,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",10.2,percent,,False,v114654742,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health","High 95% confidence interval, percent",15.0,percent,,False,v114654743,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654744,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other",Number of persons,4800.0,number,e,False,v114654745,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",3000.0,number,e,False,v114654746,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",7300.0,number,e,False,v114654747,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other",Percent,2.1,percent,e,False,v114654748,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",1.3,percent,e,False,v114654749,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other","High 95% confidence interval, percent",3.4,percent,e,False,v114654750,2019,2016A000210,Percent,units
